nombre,precio_clp,precio_original_clp,en_oferta,descuento_pct,agotado,disponibilidad,descripcion,url
PLAGRON – Easy Pack 100% Terra (550 ml),18000,,,,,4,"DESCRIPCIÓN PLAGRON – Easy Pack 100% Terra (550 ml) en La Nave Espacial Growshop Puerto Montt. Pack con Terra Grow (250 ml), Terra Bloom (250 ml) y Green Sensation (50 ml). El Easy Pack 100% TERRA contiene todos los nutrientes que necesitas para cultivar 4 plantas, de principio a fin. En función del tamaño de la maceta y de la frecuencia y cantidad de riego, con este paquete puedes cultivar una media de 4 plantas. Contiene los nutrientes básicos minerales para las fases de crecimiento y floración y Green Sensation (el producto estrella 4-in-1 de PLAGRON). ¡La combinación de productos de este paquete garantiza un resultado final con un sabor óptimo y una producción legendaria! ¡Así de simple! PLAGRON – Easy Pack 100% Terra (550 ml) incluye PLAGRON – Terra Grow (250 ml): NPK (3-1-3) PLAGRON – Terra Bloom (250 ml): NPK (2-2-4) PLAGRON – Green Sensation (50 ml): NPK (0-9-10) Características de PLAGRON – Easy Pack 100% Terra (550 ml) Resultados rápidos y óptimos Todos los nutrientes que necesitas para cultivar 4 plantas Absorción inmediata. Apto para todos los sistemas de riego. Dosificación y uso Agitar bien antes de usar. Terra Grow (250 ml): Añadir un máximo de 5 ml por 1 litro de agua (1:200) en la fase de crecimiento. Terra Bloom (250 ml): Añadir un máximo de 5 ml por 1 litro de agua (1:200) en la fase de floración. Green Sensation (50 ml): Añadir 1 ml de Green Sensation por 1 litro de agua (1: 1000) a partir de la cuarta semana de la fase de floración. Características del empaque Volumen: 550 ml. Tipo de empaque: Caja de cartón con 3 botellas plásticas. Precauciones y advertencias Mantener fuera del alcance de los niños. No ingerir. Utilizar siguiendo las instrucciones. Links de interés Revisa la descripción completa de Easy Pack 100% Terra en la página oficial de PLAGRON. Revisa todos los productos PLAGRON disponibles en La Nave Espacial. Una Pipeta graduada (10 ml) o un Vaso graduado (30 ml) te serán de gran utilidad para dosificar tus fertilizantes y estimulantes líquidos. La Nave Espacial Growshop – Smokeshop – Semillas Puerto Montt",https://lanaveespacial.cl/producto/plagron-easy-pack-100-terra-550-ml/
PLAGRON – Green Sensation (250 ml),33000,,,,,4,"DESCRIPCIÓN PLAGRON – Green Sensation (250 ml) en La Nave Espacial Growshop Puerto Montt. Mejora el suelo, la resistencia de la planta, la floración y la producción. Este estimulador combina 4 efectos positivos en 1 botella: mejora el suelo, aumenta la resistencia de la planta, mejora la floración y maximiza su producción. Cuando utilices Green Sensation, no necesitas usar ni PK, ni estimulador, ni engordador, ni enzimas. Características de PLAGRON – Green Sensation (250 ml) NPK: (0-9-10) Este un producto económico de usar, ya que tiene una poderosa relación de mezcla (1:1000), la que te permite producir 1.000 litros de solución de nutrientes con solo 1 litro de Green Sensation. No contiene hormonas, residuos animales, organismos modificados genéticamente, u otras sustancias que podrían tener un efecto nocivo sobre la calidad del producto final. Green Sensation tiene un nutriente que causa estrés salino en las plantas. Esto asegura que la planta retenga más nutrientes y componentes orgánicos y permite maximizar la producción de tu cultivo. Dosificación y uso de PLAGRON – Green Sensation (250 ml) Añadir 1 ml de Green Sensation por 1 litro de agua (1: 1000). Luego, agregar el nutriente básico hasta que se alcance el valor CE deseado. Utilice esta solución nutritiva en cada riego. Este producto ha sido especialmente desarrollado para su uso a partir de la cuarta semana de la fase de floración. Características del empaque Volumen: 250 ml. Tipo de empaque: Botella plástica. Precauciones y advertencias Mantener fuera del alcance de los niños. No ingerir. Utilizar siguiendo las instrucciones. Links de interés Revisa la descripción completa de Green Sensation en la página oficial de PLAGRON. Revisa todos los productos PLAGRON disponibles en La Nave Espacial. Una Pipeta graduada (10 ml) o un Vaso graduado (30 ml) te serán de gran utilidad para dosificar tus fertilizantes y estimulantes líquidos. La Nave Espacial Growshop – Smokeshop – Semillas Puerto Montt",https://lanaveespacial.cl/producto/plagron-green-sensation-250-ml/
PLAGRON – Power Roots (100 ml),11400,,,,,1,"DESCRIPCIÓN PLAGRON – Power Roots (100 ml) en La Nave Espacial Growshop Puerto Montt. Promueve el crecimiento de las raíces y aumenta la resistencia. Power Roots es un aditivo para reforzar las raíces compuesto por ácidos húmicos, extractos de algas, varias vitaminas y proteínas hidrolizadas. Todos estos ingredientes tienen su propia función específica. Los ácidos húmicos aumentan la ramificación del sistema radicular y engrosan los pelos radiculares. Esto favorece la absorción de nutrientes. El extracto de algas contiene metabolitos vegetales esenciales, que mejoran la estructura del suelo y la estructura de las raíces. Las vitaminas, a su vez, garantizan que se ponga en marcha el proceso idóneo para mejorar el crecimiento de las raíces. Características de PLAGRON – Power Roots (100 ml) NPK: (0-0-2) Dosificación y uso de PLAGRON – Power Roots (100 ml) Añadir 1 ml de Power Roots por 1 litro de agua (1: 1000). Utilice esta solución en cada riego hasta la cuarta semana de la fase de floración. Power Roots es adecuado para todos los sustratos. ATENCIÓN: Este producto no es adecuado para métodos de cultivo hidrológico, como la técnica de película de nutrientes (NFT, por sus siglas en inglés), el cultivo en aguas profundas (DWC, por sus siglas en inglés) y la aeroponía. Características del empaque Volumen: 100 ml. Tipo de empaque: Botella plástica. FAQ ¿Por cuánto tiempo debo darle Power Roots a mi planta? Queremos que la planta tenga suficientes raíces al comienzo de la fase de floración de manera que pueda usar su energía para florecer. Deja de dar Power Roots después de la tercera semana de floración. Mi solución nutritiva con Power Roots tiene un olor extraño y/o se la ve turbia, ¿es esto un problema? No, es algo normal y no es perjudicial para tus plantas. Los componentes orgánicos en Power Roots son los responsables de ello. Después de que se disuelven en el agua, con el tiempo comienza un proceso bacteriano natural, que provoca el olor y puede causar la turbidez en la solución. Pero esto no afecta de forma negativa a tus plantas. Si aún tienes dudas al respecto, ponte en contacto con nosotros a través de servicedesk@plagron.com. Precauciones y advertencias Mantener fuera del alcance de los niños. No ingerir. Utilizar siguiendo las instrucciones. Links de interés Revisa la descripción completa de Power Roots en la página oficial de PLAGRON. Revisa todos los productos PLAGRON disponibles en La Nave Espacial. Una Pipeta graduada (10 ml) o un Vaso graduado (30 ml) te serán de gran utilidad para dosificar tus fertilizantes y estimulantes líquidos. La Nave Espacial Growshop – Smokeshop – Semillas Puerto Montt",https://lanaveespacial.cl/producto/plagron-power-roots-100-ml/
PLAGRON – Power Roots (250 ml),19000,,,,,1,"DESCRIPCIÓN PLAGRON – Power Roots (250 ml) en La Nave Espacial Growshop Puerto Montt. Promueve el crecimiento de las raíces y aumenta la resistencia. Power Roots es un aditivo para reforzar las raíces compuesto por ácidos húmicos, extractos de algas, varias vitaminas y proteínas hidrolizadas. Todos estos ingredientes tienen su propia función específica. Los ácidos húmicos aumentan la ramificación del sistema radicular y engrosan los pelos radiculares. Esto favorece la absorción de nutrientes. El extracto de algas contiene metabolitos vegetales esenciales, que mejoran la estructura del suelo y la estructura de las raíces. Las vitaminas, a su vez, garantizan que se ponga en marcha el proceso idóneo para mejorar el crecimiento de las raíces. Características de PLAGRON – Power Roots (250 ml) NPK: (0-0-2) Dosificación y uso de PLAGRON – Power Roots (250 ml) Añadir 1 ml de Power Roots por 1 litro de agua (1: 1000). Utilice esta solución en cada riego hasta la cuarta semana de la fase de floración. Power Roots es adecuado para todos los sustratos. ATENCIÓN: Este producto no es adecuado para métodos de cultivo hidrológico, como la técnica de película de nutrientes (NFT, por sus siglas en inglés), el cultivo en aguas profundas (DWC, por sus siglas en inglés) y la aeroponía. Características del empaque Volumen: 250 ml. Tipo de empaque: Botella plástica. FAQ ¿Por cuánto tiempo debo darle Power Roots a mi planta? Queremos que la planta tenga suficientes raíces al comienzo de la fase de floración de manera que pueda usar su energía para florecer. Deja de dar Power Roots después de la tercera semana de floración. Mi solución nutritiva con Power Roots tiene un olor extraño y/o se la ve turbia, ¿es esto un problema? No, es algo normal y no es perjudicial para tus plantas. Los componentes orgánicos en Power Roots son los responsables de ello. Después de que se disuelven en el agua, con el tiempo comienza un proceso bacteriano natural, que provoca el olor y puede causar la turbidez en la solución. Pero esto no afecta de forma negativa a tus plantas. Si aún tienes dudas al respecto, ponte en contacto con nosotros a través de servicedesk@plagron.com. Precauciones y advertencias Mantener fuera del alcance de los niños. No ingerir. Utilizar siguiendo las instrucciones. Links de interés Revisa la descripción completa de Power Roots en la página oficial de PLAGRON. Revisa todos los productos PLAGRON disponibles en La Nave Espacial. Una Pipeta graduada (10 ml) o un Vaso graduado (30 ml) te serán de gran utilidad para dosificar tus fertilizantes y estimulantes líquidos. La Nave Espacial Growshop – Smokeshop – Semillas Puerto Montt",https://lanaveespacial.cl/producto/plagron-power-roots-250-ml/
PLAGRON – Sugar Royal (100 ml),14100,,,,,1,"DESCRIPCIÓN PLAGRON – Sugar Royal (100 ml) en La Nave Espacial Growshop Puerto Montt. Mejora el sabor y la productividad de la planta. Sugar Royal sirve para potenciar el aroma y el sabor natural del producto final. Sugar Royal es un complemento a la nutrición básica. Durante el periodo de floración, el uso de Sugar Royal favorece y estimula los procesos naturales de la planta. Características de PLAGRON – Sugar Royal (100 ml) NPK: (9-0-0) Dosificación y uso de PLAGRON – Sugar Royal (100 ml) Agitar bien antes de usar. Añadir un máximo de 1 ml de Sugar Royal por 1 litro de agua (1:1000). Utiliza esta solución nutritiva desde la segunda semana de crecimiento cada vez que riegues las plantas. Sugar Royal es adecuado para todos los sustratos de turba y coco. Cuando se utilice un sistema de riego, enjuagar las tuberías después de usar. ATENCIÓN: Este producto no es adecuado para métodos de cultivo hidrológico, como la técnica de película de nutrientes (NFT, por sus siglas en inglés), el cultivo en aguas profundas (DWC, por sus siglas en inglés) y la aeroponía. Características del empaque Volumen: 100 ml. Tipo de empaque: Botella plástica. FAQ ¿Puedo combinar Sugar Royal con Green Sensation? Sí, es posible. Sugar Royal no trabaja de la misma manera que el estimulador de floración en Green Sensation. ¿Puedo usar Sugar Royal como fertilizante foliar? Sí, puedes rociar las hojas con Sugar Royal. Es posible combinar Sugar Royal y Vita Race. Sin embargo, aconsejamos no rociar las hojas y flores con estos productos después de la tercera semana de la fase de floración. De lo contrario, estos podrían influir en el sabor del producto final. Mi solución nutritiva con Sugar Royal tiene un olor extraño y/o se la ve turbia, ¿es esto un problema? No, es algo normal y no es perjudicial para tus plantas. Los componentes orgánicos en Sugar Royal son los responsables de ello. Después de que se disuelven en el agua, con el tiempo comienza un proceso bacteriano natural, que provoca el olor y puede causar la turbidez en la solución. Pero esto no afecta de forma negativa a tus plantas. Si aún tienes dudas al respecto, ponte en contacto con nosotros a través de servicedesk@plagron.com. Precauciones y advertencias Mantener fuera del alcance de los niños. No ingerir. Utilizar siguiendo las instrucciones. Links de interés Revisa la descripción completa de Sugar Royal en la página oficial de PLAGRON. Revisa todos los productos PLAGRON disponibles en La Nave Espacial. Una Pipeta graduada (10 ml) o un Vaso graduado (30 ml) te serán de gran utilidad para dosificar tus fertilizantes y estimulantes líquidos. La Nave Espacial Growshop – Smokeshop – Semillas Puerto Montt",https://lanaveespacial.cl/producto/plagron-sugar-royal-100-ml/
PLAGRON – Sugar Royal (250 ml),23500,,,,,1,"DESCRIPCIÓN PLAGRON – Sugar Royal (250 ml) en La Nave Espacial Growshop Puerto Montt. Mejora el sabor y la productividad de la planta. Sugar Royal sirve para potenciar el aroma y el sabor natural del producto final. Sugar Royal es un complemento a la nutrición básica. Durante el periodo de floración, el uso de Sugar Royal favorece y estimula los procesos naturales de la planta. Características de PLAGRON – Sugar Royal (250 ml) NPK: (9-0-0) Dosificación y uso de PLAGRON – Sugar Royal (250 ml) Agitar bien antes de usar. Añadir un máximo de 1 ml de Sugar Royal por 1 litro de agua (1:1000). Utiliza esta solución nutritiva desde la segunda semana de crecimiento cada vez que riegues las plantas. Sugar Royal es adecuado para todos los sustratos de turba y coco. Cuando se utilice un sistema de riego, enjuagar las tuberías después de usar. ATENCIÓN: Este producto no es adecuado para métodos de cultivo hidrológico, como la técnica de película de nutrientes (NFT, por sus siglas en inglés), el cultivo en aguas profundas (DWC, por sus siglas en inglés) y la aeroponía. Características del empaque Volumen: 250 ml. Tipo de empaque: Botella plástica. FAQ ¿Puedo combinar Sugar Royal con Green Sensation? Sí, es posible. Sugar Royal no trabaja de la misma manera que el estimulador de floración en Green Sensation. ¿Puedo usar Sugar Royal como fertilizante foliar? Sí, puedes rociar las hojas con Sugar Royal. Es posible combinar Sugar Royal y Vita Race. Sin embargo, aconsejamos no rociar las hojas y flores con estos productos después de la tercera semana de la fase de floración. De lo contrario, estos podrían influir en el sabor del producto final. Mi solución nutritiva con Sugar Royal tiene un olor extraño y/o se la ve turbia, ¿es esto un problema? No, es algo normal y no es perjudicial para tus plantas. Los componentes orgánicos en Sugar Royal son los responsables de ello. Después de que se disuelven en el agua, con el tiempo comienza un proceso bacteriano natural, que provoca el olor y puede causar la turbidez en la solución. Pero esto no afecta de forma negativa a tus plantas. Si aún tienes dudas al respecto, ponte en contacto con nosotros a través de servicedesk@plagron.com. Precauciones y advertencias Mantener fuera del alcance de los niños. No ingerir. Utilizar siguiendo las instrucciones. Links de interés Revisa la descripción completa de Sugar Royal en la página oficial de PLAGRON. Revisa todos los productos PLAGRON disponibles en La Nave Espacial. Una Pipeta graduada (10 ml) o un Vaso graduado (30 ml) te serán de gran utilidad para dosificar tus fertilizantes y estimulantes líquidos. La Nave Espacial Growshop – Smokeshop – Semillas Puerto Montt",https://lanaveespacial.cl/producto/plagron-sugar-royal-250-ml/
PLAGRON – Terra Grow (1 litro),11700,,,,,2,"DESCRIPCIÓN PLAGRON – Terra Grow (1 litro) en La Nave Espacial Growshop Puerto Montt. Es un fertilizante mineral para la fase de crecimiento. NPK (3-1-3) . Terra Grow es un nutriente básico a base de minerales altamente concentrado para su uso durante la fase de crecimiento de la planta. Este fertilizante líquido proporciona fertilización óptima durante el crecimiento. Proporciona una base sólida para que la planta puede florecer plenamente en una etapa posterior. Terra Grow es adecuado para todas las mezclas de sustrato y se puede utilizar en combinación con todos los fertilizantes, estimulantes y suplementos. Características de PLAGRON – Terra Grow (1 litro) NPK (3-1-3) Absorción inmediata. Garantiza un crecimiento óptimo. Adecuado para todos los sistemas de riego. Dosificación y uso de PLAGRON – Terra Grow (1 litro) Agitar bien antes de usar. Añadir un máximo de 5 ml por 1 litro de agua (1:200). Usa esta solución nutritiva cada vez que se rieguen las plantas en la fase de crecimiento. Características del empaque Volumen: 1 litro. Tipo de empaque: Botella plástica. Precauciones y advertencias Mantener fuera del alcance de los niños. No ingerir. Utilizar siguiendo las instrucciones. Links de interés Revisa la descripción completa de Terra Grow en la página oficial de PLAGRON. Revisa todos los productos PLAGRON disponibles en La Nave Espacial. Una Pipeta graduada (10 ml) o un Vaso graduado (30 ml) te serán de gran utilidad para dosificar tus fertilizantes y estimulantes líquidos. La Nave Espacial Growshop – Smokeshop – Semillas Puerto Montt",https://lanaveespacial.cl/producto/plagron-terra-grow-1-litro/
TOP CROP – Tripack (600 ml),19000,,,,,3,DESCRIPCIÓN TOP CROP – Tripack (600 ml),https://lanaveespacial.cl/producto/top-crop-tripack-600-ml/
PLAGRON – PK 13-14 (1 litro),18000,,,,,1,"DESCRIPCIÓN PLAGRON – PK 13-14 (1 litro) en La Nave Espacial Growshop Puerto Montt. Fertilizante mineral con alta concentración de Fósforo (P) y Potasio (K). PK 13-14 es un fertilizante a base de minerales que proporciona a las plantas con el fósforo y el potasio adicionales en la fase de floración. Esto da lugar a frutas que son más compactas, sólidas y pesadas. PK 13-14 garantiza un alto rendimiento. Características de PLAGRON – PK 13-14 (1 litro) NPK: (0-13-14) Dosificación y uso de PLAGRON – PK13-14 (1 litro) Agitar bien antes de usar. Añadir 2 ml de PK 13-14 por 1 litro de agua (1: 500). Después de esto, agregar el nutriente básico hasta que se alcance el valor de EC deseado. Utilice esta solución nutritiva en cada riego durante la fase de floración. Características del empaque Volumen: 1 litro. Tipo de empaque: Botella plástica. Precauciones y advertencias Mantener fuera del alcance de los niños. No ingerir. Utilizar siguiendo las instrucciones. FAQ ¿Tengo que regular el valor de pH y de EC si cultivo con PK 13-14? Sí, tienes que regular el valor de pH y de EC cuando cultivas con PK 13-14. En los fertilizantes minerales, el valor de pH determina la absorción de nutrientes por parte de la planta. Sin embargo, el agua del grifo no tiene el mismo valor de pH y EC en todas partes. Recomendamos una solución de nutrientes con un valor de pH entre 5,5 y 6,5. Puede ajustar este valor de pH con pH Plus, pH Min o Lemon Kick. El valor correcto de EC es diferente para cada especie de planta y su fase de crecimiento o floración. Mi PK 13-14 es transparente. ¿Está bien? Sí, claro. El PK 13-14 es transparente. Links de interés Revisa la descripción completa de PK 13-14 en la página oficial de PLAGRON. Revisa todos los productos PLAGRON disponibles en La Nave Espacial. Una Pipeta graduada (10 ml) o un Vaso graduado (30 ml) te serán de gran utilidad para dosificar tus fertilizantes y estimulantes líquidos. La Nave Espacial Growshop – Smokeshop – Semillas Puerto Montt",https://lanaveespacial.cl/producto/plagron-pk-13-14-1-litro/
PLAGRON – Alga Grow (500 ml),12800,,,,,1,"DESCRIPCIÓN PLAGRON – Alga Grow (500 ml) en La Nave Espacial Growshop Puerto Montt. Es un fertilizante orgánico para la fase de crecimiento. NPK (4-2-4). Alga Grow es un nutriente orgánico diseñado especialmente para el cultivo de la tierra. Alga Grow se utiliza en la etapa de crecimiento de la planta. Este fertilizante a base de algas proporciona un crecimiento sano y estable y un buen desarrollo de las raíces. Alga Grow proporciona una base sólida para que la planta pueda florecer plenamente en una etapa posterior. Características de PLAGRON – Alga Grow (500 ml) NPK (4-2-4). 100 % orgánica y apta para su utilización en granjas ecológicas (certificación CU). Garantiza un valor pH estable del suelo. Mejora la estructura del suelo. Ten en cuenta que este nutriente no es apto para el cultivo hidropónico. Si se utiliza un sistema de riego, hay que enjuagar las tuberías después de su uso. Dosificación y uso de PLAGRON – Alga Grow (500 ml) Agitar bien antes de usar. Añadir un máximo de 4 ml por 1 litro de agua (1:250). Usa esta solución nutritiva cada vez que se rieguen las plantas en la fase de crecimiento. Características del empaque Volumen: 500 ml. Tipo de empaque: Botella plástica. Precauciones y advertencias Mantener fuera del alcance de los niños. No ingerir. Utilizar siguiendo las instrucciones. Links de interés Revisa la descripción completa de Alga Grow en la página oficial de PLAGRON. Revisa todos los productos PLAGRON disponibles en La Nave Espacial. Una Pipeta graduada (10 ml) o un Vaso graduado (30 ml) te serán de gran utilidad para dosificar tus fertilizantes y estimulantes líquidos. La Nave Espacial Growshop – Smokeshop – Semillas Puerto Montt",https://lanaveespacial.cl/producto/plagron-alga-grow-500-ml/
PLAGRON – Alga Bloom (250 ml),7500,,,,,1,"DESCRIPCIÓN PLAGRON – Alga Bloom (250 ml) en La Nave Espacial Growshop Puerto Montt. Es un fertilizante orgánico para la fase de floración. NPK (3-2-5). Alga Bloom es un nutriente orgánico que está específicamente diseñado para el cultivo de la tierra. Alga Bloom se utiliza en la etapa de floración de la planta. Este fertilizante a base de algas, asegura plantas robustas, sanas y floríferas. Características de PLAGRON – Alga Bloom (250 ml) NPK (3-2-5). 100 % orgánica y apta para su utilización en granjas ecológicas (certificación CU). Garantiza un valor pH estable del suelo. Mejora la estructura del suelo. Ten en cuenta que este nutriente no es apto para el cultivo hidropónico. Si se utiliza un sistema de riego, hay que enjuagar las tuberías después de su uso. Dosificación y uso de PLAGRON – Alga Bloom (250 ml) Agitar bien antes de usar. Añadir un máximo de 4 ml por 1 litro de agua (1:250). Usa esta solución nutritiva cada vez que se rieguen las plantas en la fase de floración. Características del empaque Volumen: 250 ml. Tipo de empaque: Botella plástica. Precauciones y advertencias Mantener fuera del alcance de los niños. No ingerir. Utilizar siguiendo las instrucciones. Links de interés Revisa la descripción completa de Alga Bloom en la página oficial de PLAGRON. Revisa todos los productos PLAGRON disponibles en La Nave Espacial. Una Pipeta graduada (10 ml) o un Vaso graduado (30 ml) te serán de gran utilidad para dosificar tus fertilizantes y estimulantes líquidos. La Nave Espacial Growshop – Smokeshop – Semillas Puerto Montt",https://lanaveespacial.cl/producto/plagron-alga-bloom-250-ml/
GROTEK – Final Flush Pomelo (1 litro),13000,,,,,1,"Marca: GROTEK Producto: Final Flush Pomelo Formato: 1 litro Origen: Derivado de Sorbato de potasio, ácido cítrico Características clave: Las sales de Kocks se alejan de las raíces de las plantas Mitiga los daños causados por la sobrefertilización Ayuda a realzar los sabores naturales Tasa de aplicación: Disolver 2 ml en 1 litro de agua País de origen: Canadá",https://lanaveespacial.cl/producto/grotek-final-flush-pomelo-1-litro/
GROTEK – Growth Booster (20 g),12000,,,,,1,Marca: GROTEK Producto: Growth Booster Formato: 20 g Origen: Mineral Características clave: Nitrógeno de acción rápida Fuerte crecimiento de raíces y brotes Altamente concentrado Tasa de aplicación: Cultivo en tierra/sin tierra/agua: Mezcle 1g en 10 L de agua. Repita si es necesario durante el ciclo de vida de la planta. N-P-K: 16-40-0 Riquezas garantizadas: Nitrógeno (N): 16% Ácido fosfórico disponible (P₂O₅):40% País de origen: Canadá,https://lanaveespacial.cl/producto/grotek-growth-booster-20-g/
GROTEK – Blossom Blaster (20 g),7500,,,,,1,Marca: GROTEK Producto: Blossom Blaster Formato: 20 g Origen: Mineral. Fosfato monopotásico. Características clave: Fórmula altamente concentrada Ayuda en el desarrollo rápido Apoya el florecimiento prolífico Tasa de aplicación: Cultivo en tierra/sin tierra/agua: Mezcle 1g por 10litros de agua. Repita una vez más dos semanas después. N-P-K: 0-48-31 Análisis mínimo garantizado: Ácido fosfórico disponible (P2O5): 48% Potasa soluble (K2O): 31% País de origen: Canadá,https://lanaveespacial.cl/producto/grotek-blossom-blaster-20-g/
BIOBIZZ – Fish Mix (250 ml),3500,,,,,3,"Categorías: Fertilizantes / Crecimiento Marca: BIOBIZZ Producto: Fish Mix Formato: 250 ml Uso: Desde la primera semana de la fase de crecimiento hasta el lavado de raíces al finalizar la fase de floración Aplicación: Disolver 1 ml del producto en 1 litro de agua, si usas All Mix Disolver 2-4 ml del producto en 1 litro de agua, si usas Light Mix NPK: No informado Análisis garantizado: No informado Derivado de: No informado País de origen: España",https://lanaveespacial.cl/producto/biobizz-fish-mix-250-ml/
ADVANCED NUTRIENTS – Bud Candy (250 ml),14200,,,,,2,Marca: ADVANCED NUTRIENTS Producto: Bud Candy Contenido: 250 ml,https://lanaveespacial.cl/producto/advanced-nutrients-bud-candy-250-ml/
ADVANCED NUTRIENTS – Bud Candy (500 ml),25600,,,,,2,Marca: ADVANCED NUTRIENTS Producto: Bud Candy Contenido: 500 ml,https://lanaveespacial.cl/producto/advanced-nutrients-bud-candy-500-ml/
CBG – Delta Nueve (150 ml),12000,,,,,4,DESCRIPCIÓN CBG – Delta Nueve (150 ml) en La Nave Espacial Growshop Puerto Montt. Estimulante de floración.,https://lanaveespacial.cl/producto/cbg-delta-nueve-150-ml/
CBG – Delta Nueve (500 ml),34500,,,,,2,DESCRIPCIÓN CBG – Delta Nueve (500 ml) en La Nave Espacial Growshop Puerto Montt. Estimulante de floración.,https://lanaveespacial.cl/producto/cbg-delta-nueve-500-ml/
CBG – Delta Uno (150 ml),9000,,,,,4,DESCRIPCIÓN CBG – Delta Uno (150 ml) en La Nave Espacial Growshop Puerto Montt. Estimulante de raíces.,https://lanaveespacial.cl/producto/cbg-delta-uno-150-ml/
CBG – Delta Uno (500 ml),26000,,,,,1,DESCRIPCIÓN CBG – Delta Uno (500 ml) en La Nave Espacial Growshop Puerto Montt. Estimulante de raíces.,https://lanaveespacial.cl/producto/cbg-delta-uno-500-ml/
CBG – Delta Ocho (150 ml),8000,,,,,6,DESCRIPCIÓN CBG – Delta Ocho (150 ml) en La Nave Espacial Growshop Puerto Montt. Fertilizante de crecimiento.,https://lanaveespacial.cl/producto/cbg-delta-ocho-150-ml/
CBG – Delta Ocho (500 ml),23000,,,,,2,DESCRIPCIÓN CBG – Delta Ocho (500 ml) en La Nave Espacial Growshop Puerto Montt. Fertilizante de crecimiento.,https://lanaveespacial.cl/producto/cbg-delta-ocho-500-ml/
CBG – Delta Diez (150 ml),10500,,,,,3,DESCRIPCIÓN CBG – Delta Diez (150 ml) en La Nave Espacial Growshop Puerto Montt. Fertilizante de floración.,https://lanaveespacial.cl/producto/cbg-delta-diez-150-ml/
CBG – Delta Diez (500 ml),25000,,,,,2,DESCRIPCIÓN CBG – Delta Diez (500 ml) en La Nave Espacial Growshop Puerto Montt. Fertilizante de floración.,https://lanaveespacial.cl/producto/cbg-delta-diez-500-ml/
ADVANCED NUTRIENTS – Big Bud (1 litro),60000,,,,,2,"Categorías: Fertilizantes / Floración: Estimulantes Marca: ADVANCED NUTRIENTS Producto: Big Bud Formato: 1 litro Uso: Estimulante de floración Aplicación: Disolver 2 ml de Big Bud en 1 litro de agua NPK: 0-1-3 Análisis garantizado: Fosfato disponible (P 2 O 5 ) 1%; Potasio Soluble (K 2 O) 3% Derivado de: Fosfato monopotásico, sulfato de potasio. País de origen: USA",https://lanaveespacial.cl/producto/advanced-nutrients-big-bud-1-litro/
ADVANCED NUTRIENTS – Big Bud (500 ml),33400,,,,,2,"Categorías: Fertilizantes / Floración: Estimulantes Marca: ADVANCED NUTRIENTS Producto: Big Bud Formato: 500 ml Uso: Estimulante de floración Aplicación: Disolver 2 ml de Big Bud en 1 litro de agua NPK: 0-1-3 Análisis garantizado: Fosfato disponible (P 2 O 5 ) 1%; Potasio Soluble (K 2 O) 3% Derivado de: Fosfato monopotásico, sulfato de potasio. País de origen: USA",https://lanaveespacial.cl/producto/advanced-nutrients-big-bud-500-ml/
ADVANCED NUTRIENTS – Flawless Finish (1 litro),32000,,,,,4,"Categorías: Lavado / Raíces Marca: ADVANCED NUTRIENTS Producto: Flawless Finish Formato: 1 litro Preparación: Disolver 2 ml de producto en 1 litro de agua Uso: Última semana de la fase de floración Análisis garantizado: Magnesio (Mg) 0,97% Azufre (S) 1,3% NPK: 0-0-0 Derivado de: Magnesio EDTA, Sulfato de magnesio País de origen: USA / España",https://lanaveespacial.cl/producto/advanced-nutrients-flawless-finish-1-litro/
ADVANCED NUTRIENTS – Flawless Finish (250 ml),9900,,,,,1,"Categorías: Lavado / Raíces Marca: ADVANCED NUTRIENTS Producto: Flawless Finish Formato: 250 ml Preparación: Disolver 2 ml de producto en 1 litro de agua Uso: Última semana de la fase de floración Análisis garantizado: Magnesio (Mg) 0,97% Azufre (S) 1,3% NPK: 0-0-0 Derivado de: Magnesio EDTA, Sulfato de magnesio País de origen: USA / España",https://lanaveespacial.cl/producto/advanced-nutrients-flawless-finish-250-ml/
ADVANCED NUTRIENTS – Flawless Finish (500 ml),17800,,,,,4,"Categorías: Lavado / Raíces Marca: ADVANCED NUTRIENTS Producto: Flawless Finish Formato: 500 ml Preparación: Disolver 2 ml de producto en 1 litro de agua Uso: Última semana de la fase de floración Análisis garantizado: Magnesio (Mg) 0,97% Azufre (S) 1,3% NPK: 0-0-0 Derivado de: Magnesio EDTA, Sulfato de magnesio País de origen: USA / España",https://lanaveespacial.cl/producto/advanced-nutrients-flawless-finish-500-ml/
